Name,Licence Number,Email,Website
Bujuku Eco Tours & Travel Ltd,UTB/RTT/TO/2022/100300,info@bujukuecotours.com,http://www.bujukuecotours.com
Alpha Rent a Car,UTB/RTT/TO/2022/100301,alphabetarentals@gmail.com,http://www.alpharentals.co.ug
East African Safaris Limited,UTB/RTT/TO/2022/100302,eastafricansafarislimited@gmail.com,http://www.eastafrican-safaris.com
Bush-shrike Adventures,UTB/RTT/TO/2022/100304,bushshrikeadventures@gmail.com,http://www.bushshrikeadventuresug.com
NATIVE AFRICA TOURS,UTB/RTT/TO/2022/100307,info@gorillauganda.com,http://www.gorillauganda.com
Wildlife Spotter Tour and Travel,UTB/RTT/TO/2022/100308,bestdriverinuganda@gmail.com,http://www.wildlifespottertours.com
1000 Shades of Green Tours and Safari Company Limited,UTB/RTT/TO/2022/100310,info@gogreensafari.com,http://www.gogreensafari.com
Johnnie Uganda Safaris,UTB/RTT/TO/2022/100311,info@johnnieugandasafaris.com,http://www.johnnieugandasafaris.com
African Roots Vacation,UTB/RTT/TO/2022/100314,info@ugandawildlifesafaris.com,http://www.ugandawildlifesafaris.com
WOLF-DMC,UTB/RTT/TO/2022/100315,info@wolf-dmc.com,http://https://www.wolf-dmc.com
Scenic Luxury Vacation,UTB/RTT/TO/2022/100316,scenicluxuryvacation@gmail.com,http://https://www.scenicluxuryvacation.com/
AFRICAN EXPERT SAFARIS,UTB/RTT/TO/2022/100320,Victorafricanexpertsafaris@gmail.com,http://africanexpertsafaris@gmail.com
Enchanted Uganda Safaris,UTB/RTT/TO/2022/100321,info@enchantedugandasafaris.com,http://www.enchantedugandasafaris.com
Trumpet adventure safaris ltd,UTB/RTT/TO/2022/100323,arnoldmubiru6@gmail.com,http://trumpetadventures.com
VIRUNGA ADVENTURE TOURS,UTB/RTT/TO/2022/100324,Info@virungaadventures.com,http://www.virungaadventuretours.com
MAYISHA EXPEDITIONS,UTB/RTT/TO/2022/100326,mayishaexpeditions@gmail.com,http://www.mayishaexpeditions.com
BIG APES AFRICA,UTB/RTT/TO/2022/100330,bigapesafrica@gmail.com,http://www.bigapesafricasafaris.com
Africa Nature Holidays Limited,UTB/RTT/TO/2022/100331,info@africanatureholidays.com,http://www.africanatureholidays.com
Pamora Safaris Uganda Limited,UTB/RTT/TO/2022/100334,bascotey@gmail.com,http://https://www.pamorassafaris.com
Climax Nature Experience,UTB/RTT/TO/2022/100335,info@climaxnature.com,http://www.climaxnature.com
Lake Side Tours and Travels Limited,UTB/RTT/TO/2022/100339,lakesidetoursandtravel@gmail.com,http://www.ugandarwandasafaris.com
Gorilla Trek Africa,UTB/RTT/TO/2022/100340,info@gorillatrekafrica.com,http://www.gorillatrekafrica.com
GIRRAFFE SIGHTS AFRICA,UTB/RTT/TO/2022/100341,gsightsafrica@gmail.com,http://www.giraffesightsafrica.com
Livingstone Safaris,UTB/RTT/TO/2022/100343,info@livingstonesafaris.org,http://www.livingstonesafarisltd.com
Adroa Travels - SMC limited,UTB/RTT/TO/2022/100345,info@adroa-travels.com,http://www.adroa-travels.com
TFH Destination Management,UTB/RTT/TO/2022/100347,admin@tfhdestinationmanagement.com,http://www.tfhdestinationmanagement.com
Geodel Safaris,UTB/RTT/TO/2022/100348,geodelsafaris@gmail.com,http://https://www.geodelsafaris.com/
Rambura Safaris Limited,UTB/RTT/TO/2022/100349,ramburasafaris2@gmail.com,http://www.rambura.com
Angara Tours and Travel Company,UTB/RTT/TO/2022/100350,info@angaratours.com,http://www.angaratours.com
CYCAD VILLAGE UGANDA,UTB/RTT/TO/2022/100355,cycadvillageuganda@gmail.com,http://
SHOEBILL SAFARIS,UTB/RTT/TO/2022/100356,tours@shoebillsafaris.com,http://www.shoebillsafaris.com
Wildlife Adventure Safaris,UTB/RTT/TO/2022/100363,wildlifeadventuresafaris@gmail.com,http://www.wildlifeadventuresafarisuganda.com
Kabarole Tours & Safari Limited,UTB/RTT/TO/2022/100365,info@kabarole-tours.com,http://www.kabarole-tours.com
SHAKA TOURS & TRAVEL,UTB/RTT/TO/2022/100369,info@shakatoursug.com,http://www.shakatoursug.com
Baseka Safaris,UTB/RTT/TO/2022/100370,info@basekasafaris.com,http://www.basekatoursandtravel.com
Pamoja Safaris Uganda,UTB/RTT/TO/2022/100371,info@pamojasafarisuganda.com,http://https://pamojasafarisuganda.com
Gorilla Safaris Uganda,UTB/RTT/TO/2022/100372,info@gorillasafaris-uganda.com,http://https://www.gorillasafaris-uganda.com/
African Pearl Safaris,UTB/RTT/TO/2022/100376,apsafari@africaonline.co.ug,http://www.africapearlsafaris.com
NATURE CONNECT SAFARIS UGANDA,UTB/RTT/TO/2022/100377,info@natureconnectsafarisuganda.com,http://www.natureconnectsafarisuganda.com
BIRCHILL EXPEDITIONS,UTB/RTT/TO/2022/100380,info@birchillexpeditions.com,http://www.birchillexpeditions.com
Standard Safaris,UTB/RTT/TO/2022/100382,standardsafaris@gmail.com,http://www.standardgorillasafaris.com
Mantana African Safaris (Uganda) Limited,UTB/RTT/TO/2022/100385,info@kimbla-mantanauganda.com,http://www.kimbla-mantana.com
Realm Africa Safaris,UTB/RTT/TO/2022/100386,info@realmafricasafaris.com,http://www.realmafricasafaris.com
Primate watch safaris Uganda,UTB/RTT/TO/2022/100388,info@primatewatchsafaris.com,http://www.primatewatchsafaris.com
Nature Adventure Africa Safaris Ltd,UTB/RTT/TO/2022/100390,natureadventureafrica@gmail.com,http://www.ugandantour.com
Embrace Africa Gorilla Vacation,UTB/RTT/TO/2022/100392,gorillavacations@gmail.com,http://www.gorillavacations.com
SKYWAY EXPEDITIONS,UTB/RTT/TO/2022/100402,info@skywayexpeditions.com,http://www.skywayexpeditions.com
MIRAMA HILLS SAFARI'S,UTB/RTT/TO/2022/100403,info@miramahillssafaris.com,http://www.miramahillssafaris.com
Devine African Safaris Ltd,UTB/RTT/TO/2022/100408,devinesafaris@gmail.com,http://www.devineafricansafaris.com
Remikable Adventures Ltd,UTB/RTT/TO/2022/100409,mike@remikableadventures.com,http://www.remikableadventures.com
BLUE ADVENTURE SAFARI,UTB/RTT/TO/2022/100420,blueadventuresncampers@gmail.com,http://www.blueadventuresafari.com
BUCKETLIST TOURS,UTB/RTT/TO/2022/100425,bucketlist23@gmail.com,http://www.bltt.com
Malachite Tour and Travel,UTB/RTT/TO/2022/100428,malachitetravel@gmail.com,http://www.malachitetourand travel.com
ABACUS AFRICAN VACATIONS,UTB/RTT/TO/2022/100432,info@abacusvacations.com,http://www.abacusvacations.com
Katona Tours and Travel,UTB/RTT/TO/2022/100435,info@katonatours.com,http://https://www.katonatours.com/
TRAILS TOURS,UTB/RTT/TO/2022/100436,trailstourslimited@gmail.com,http://www.trailstourslimited.com
Rinsa Wild Travel Safaris,UTB/RTT/TO/2022/100437,info@wildtravelsafaris.com,http://www.wildtravelsafaris.com
CRITICAL TOUR AND SAFARIS,UTB/RTT/TO/2022/100464,admin@criticpathafrica.com,http://www.criticalpathafricatourandsafaris.com
Saso Uganda Safaris Limited,UTB/RTT/TO/2022/100465,sasougandasafaris@gmail.com,http://www.gorillatrip.net
ALL BUDGET GORILLA SAFARIS LTD,UTB/RTT/TO/2022/100466,abgorillasafaris@gmail.com,http://www.trekgorillasafaris.com
FAHABU TOURS AND TRAVEL,UTB/RTT/TO/2022/100477,fahabutoursl@gmail.com,http://www.ftt.com
Eldertrek Safaris,UTB/RTT/TO/2022/100478,info@eldertrekssafaris.com,http://Www.eldertrekssafaris.com
Kob Adventures,UTB/RTT/TO/2022/100480,info@kobadventuresugltd.com,http://www.kobadventuresugltd.com
BIGTEN SAFARIS LIMITED,UTB/RTT/TO/2022/100482,info@bigtensafarisuganda.com,http://www.bigtensafarisuganda.com
ALBOYD TOURS AND TRAVEL,UTB/RTT/TO/2022/100486,alboydtoursandtravel@gmail.com,http://www.alboydtoursandtravel.com
Calvary Safaris,UTB/RTT/TO/2022/100488,info@calvarysafaris.com,http://www.calvarysafaris.com
African Encounters Limited,UTB/RTT/TO/2022/100489,theafricanencounters22@gmail.com,http://www.theafricanencounters.com
SATHCO AFRICAN SAFARIS,UTB/RTT/TO/2022/100491,reservations@sathcosafaris.com,http://www.sathcosafaris.com
GORILLA JUNCTION,UTB/RTT/TO/2022/100506,info@gorillajunction.com,http://www.gorillajunction.com
FOX ADVENTURES UGANDA,UTB/RTT/TO/2022/100507,foxadventures@outlook.com,http://www.foxadventures.nl
RUMARA SAFARIS,UTB/RTT/TO/2022/100508,rumarasafaris@gmail.com,http://https://www.rumarasafaris.com
Mega Wild Safaris Limited,UTB/RTT/TO/2022/100509,megawildsafaris@gmail.com,http://www.megawildsafaris.com
Dav Safari,UTB/RTT/TO/2022/100510,davsafaris@gmail.com,http://www.davsafaris.com
CHOICE GORILLA TOURS,UTB/RTT/TO/2022/100511,choicegorillatours@gmail.com,http://www.choicegorillas.com
Jomert Gorilla Safaris Ltd,UTB/RTT/TO/2022/100515,jomertgorillasafaris@gmail.com,http://www.jomertgorillasafaris.com
WILD BREEZE SAFARIS,UTB/RTT/TO/2022/100516,inquiries@wildbreezesafaris.com,http://www.wildbreezesafaris.com
MANDELA SAFARI HOLIDAYS,UTB/RTT/TO/2022/100517,info@mandelasafariholidays.com,http://www.mandelasafariholidays.com
SOMARAH SAFARIS LIMITED,UTB/RTT/TO/2022/100518,somarah.safaris@gmail.com,http://WWW.SOMARAHSAFARIS.COM
Wildfriends Africa Safaris ltd,UTB/RTT/TO/2022/100523,wildfriendsug@gmail.com,http://www.wildfriendsugandasafaris.com
Majestic Safaris,UTB/RTT/TO/2022/100527,info@majesticsafarisug.com,http://www.majesticsafarisug.com
KONDEVILLER,UTB/RTT/TO/2022/100529,kondeviller@gmail.com,http://www.kondevillertourandtravel.com
Nature Safari Focus,UTB/RTT/TO/2022/100530,info@naturesafarifocus.com,http://www.naturesafarifocus.com
Lasendle Afrika,UTB/RTT/TO/2022/100531,info@lasendleafrika.com,http://www.lasendleafrika.com
Monkey O'clock,UTB/RTT/TO/2022/100532,info@monkey-oclock.com,http://www.monkey-oclcok.com
VAS TRANSPORT AND PROPERTY MANAGEMENT LIMITED,UTB/RTT/TO/2022/100534,transportvas3@gmail.com,http://none
Itinerant Safaris,UTB/RTT/TO/2022/100535,itinerantafricasafaris@gmail.com,http://www.itinrantsafaris.com
Mantis Africa Safaris,UTB/RTT/TO/2022/100536,welcome@mantisafricasafaris.com,http://www.mantisafricasafaris.com
Mystic Adventures,UTB/RTT/TO/2022/100537,info@mysticadv256.com,http://www.mysticadv256.com
Lush land Safaris,UTB/RTT/TO/2022/100538,lushlandsafaris@gmail.com,http://www.lushlandsafaris.com
Nature Exploration Uganda,UTB/RTT/TO/2022/100540,info@natureexploration.tour,http://www.natureexploration.tours
BURSTS OF ADVENTURE LIMITED,UTB/RTT/TO/2022/100545,burstsofadventure@gmail.com,http://www.burstsofadventure.com
MONTEERO SAFARIS,UTB/RTT/TO/2022/100546,monteerosafaris@gmail.com,http://https://monteerosafaris.com/
Dutchess Tours,UTB/RTT/TO/2022/100548,info@dutchessuganda.com,http://www.dutchessuganda.com
AFRICA SCENERIES,UTB/RTT/TO/2022/100557,info@africasceneries.com,http://www.africasceneries.com
Kifaru African Expeditions,UTB/RTT/TO/2022/100559,info@kifarutravelafrica.com,http://www.kifarutravelafrica.com
Hospitable Africa Tours,UTB/RTT/TO/2022/100563,info@hospitableafricatourstravel.com,http://www.hospitableafricatourstravel.com
Uganda Wildlife Scene LTD.,UTB/RTT/TO/2022/100567,info@ugandawildlifescene.com,http://www.ugandawildlifescene.com
Mbogo Africa Safaris,UTB/RTT/TO/2022/100576,info@mbogoafricasafaris.com,http://www.mbogoafricasafaris.com
RAW AFRICA ECO TOURS,UTB/RTT/TO/2022/100578,rawafricatourism@gmail.com,http://www.rawafricatours.com
ENGOZI SAFARIS UGANDA,UTB/RTT/TO/2022/100581,booking@engozisafarisuganda.com,http://www.engozisafarisuganda.com
African Moments Travel Foundation,UTB/RTT/TO/2022/100590,info@africanmomentstravel.org,http://https://africanmomentstravel.org/
Kikooko Africa Safaris,UTB/RTT/TO/2022/100593,rena@kikooko.travel,http://www.kikooko.travel
DOROKAI TOURS AND TRAVELS LTD,UTB/RTT/TO/2022/100597,dorokaitours@gmail.com,http://www.dorokaitoursandtravels.com
TUBALE SAFARIS,UTB/RTT/TO/2022/100598,info@tubalesafaris.com,http://www.tubalesafaris.com
Avali Tours and Travel,UTB/RTT/TO/2022/100600,info@afromax.de,http://https://www.avalitours.de
Vacanza Adventure Safaris,UTB/RTT/TO/2022/100610,info@vacanzaadventuresafaris.com,http://www.vacanzaadventuresafaris.com
Travel Addict,UTB/RTT/TO/2022/100618,traveladdictug@gmail.com,http://www.traveladdictafrica.com
Aura Safaris Africa,UTB/RTT/TO/2022/100619,Albert@Aurasafaisafrica.com,http://https://www.aurasafarisafrica.com/
ARIDRIEL SAFARIS,UTB/RTT/TO/2022/100621,aridrielsafaris@gmail.com,http://http://aridrielsafaris.com
Lalu Africa Tours,UTB/RTT/TO/2022/100622,info@laluafricantours.com,http://www.lalu
Lulu Safaris,UTB/RTT/TO/2022/100624,info@lulusafarisuganda.com,http://www.lulusafarisuganda.com
Dayout Safaris Limited,UTB/RTT/TO/2022/100625,dayoutsafaris@gmail.com,http://www.dayout-safaris.com
Yako Africa,UTB/RTT/TO/2022/100626,info@yakoafrica.com,http://www.yakoafrica.com
Ancient Africa Safaris,UTB/RTT/TO/2022/100628,info@ancientafricasafaris.com,http://www.ancientafricasafaris.com
Hoopoe African Expeditions,UTB/RTT/TO/2023/100631,infor@hoopoeafricanexpeditions.com,http://www.hoopoeafricanexpeditions.com
PUMBA ADVENTURES TOURS AND TRAVEL,UTB/RTT/TO/2023/100632,info@pumbaadventures.com,http://www.pumbaadventures.com
Bright Safaris Uganda,UTB/RTT/TO/2023/100634,info@brightsafarisuganda.net,http://www.brightsafarisuganda.net
MIZUBE TOURS AND TRAVEL,UTB/RTT/TO/2023/100635,mizubetours@gmail.com,http://www.mizubetours.com
Tekko Uganda Safaris,UTB/RTT/TO/2023/100638,info@tekkougandasafaris.com,http://www.tekkougandasafaris.com
JUNIOR TOURS AND TRAVEL,UTB/RTT/TO/2023/100639,juniortourstravel@gmail.com,http://www.juniortours.com
F N gorilla Safaris Africa Limited,UTB/RTT/TO/2023/100641,info@gorilla-tours-uganda.com,http://www.gorilla-tours-uganda.com
Exclusive gorilla journeys,UTB/RTT/TO/2023/100642,info@exclusivegorillajourneys.com,http://www.exclusivegorillajourneys.com
WORLD BLOSSOM SAFARIS LTD,UTB/RTT/TO/2023/100644,info@worldblossomsafari.com,http://www.worldblossomsafari.com
ENGABO TOURS AND SAFARIS,UTB/RTT/TO/2023/100645,engabosafaris@gmail.com,http://www.engabosafaris.com
Henjo African Safaris,UTB/RTT/TO/2023/100648,info@henjoafricansafaris.com,http://www.henjoafricansafaris.com
WILDLIFE ENCOUNTERS,UTB/RTT/TO/2023/100649,info@wildlife-encounters.com,http://www.wildlife-encounters.com
WALTERS TOURS UGANDA,UTB/RTT/TO/2023/100650,walterstoursuganda@gmail.com,http://www.walterstoursuganda.com
SANDFIELD TRAVEL,UTB/RTT/TO/2023/100654,info@sandfieldtravel.com,http://www.sandfieldtravel.com
APE STREAM TOURS & TRAVEL,UTB/RTT/TO/2023/100656,apestreamtourslimited@gmail.com,http://www.apestream.com
TAHFEEZ TOURS AND TRAVEL,UTB/RTT/TO/2023/100657,tahfeeztoursandtravel@gmail.com,http://www.tahfeeztoursandtravel.com
RAYS SAFARIS,UTB/RTT/TO/2023/100658,info@rayssafaris.com,http://www.rayssafaris.com
Joyride Tours and Travel,UTB/RTT/TO/2023/100660,info@jungleexperiencesafaris.com,http://https://jungleexperiencesafaris.com/
MASAABA HOLIDAYS,UTB/RTT/TO/2023/100662,info@masaabagorillatours.com,http://www.masaabagorillatours.com
Summit Fever Expenditions,UTB/RTT/TO/2023/100664,info@summitfeverexped.com,http://www.summitfeverexped.com
NATURE RESPONSIBLE SAFARI UGANDA,UTB/RTT/TO/2023/100668,info@natureresponsiblesafaris-uganda.com,http://www.natureresponsiblesafaris-uganda.com
WHITE NILE RAFTING,UTB/RTT/TO/2023/100672,info@whitenilerafting.com,http://www.whitenilerafting.com
Jamie Jungle Safaris,UTB/RTT/TO/2023/100674,info@jamiejungleugandasafaris.com,http://www.jamiejungleugandasafaris.com
INKREDIBLE AFRIKA LTD,UTB/RTT/TO/2023/100675,inkredibleafrika@gmail.com,http://www.ugandagorillatrails.com
PEARL NATURE HOLIDAYS AND SAFARIS,UTB/RTT/TO/2023/100679,info@pearlnatureholidays.com,http://www.pearlnatureholidays.com
PICK WILD SAFARIS UGANDA LIMITED,UTB/RTT/TO/2023/100681,info@wildsafaris-uganda.com,http://www.wildsafaris-uganda.com
NAKRA SAFARIS UGANDA-SMC LIMITED,UTB/RTT/TO/2023/100683,info@nakrasafarisuganda.com,http://www.nakrasafarisuganda.com
Rwizi Africa Expeditions,UTB/RTT/TO/2023/100690,anankunda@gmail.com,http://www.gorillatrektours.com
LIAM AFRICAN GORILLA EXPEDITIONS,UTB/RTT/TO/2023/100691,info@gorillaexpedtionsafrica.com,http://www.africangorillaexpeditions.com
GREAT VIEW TOURS & TRAVEL,UTB/RTT/TO/2023/100692,greatviewtours@gmail.com,http://www.greatviewtours.com
MAGICAL HIKING TOURS & SAFARIS,UTB/RTT/TO/2023/100693,info@cristalsafaris.com,http://www.cristalsafaris.com
Meanda Uganda,UTB/RTT/TO/2023/100694,nick.brant@meandauganda.com,http://meandauganda.com
Sokwe Safaris,UTB/RTT/TO/2023/100696,info@sokwesafaris.com,http://www.sokwesafaris.com
ELYSON ADVENTURES,UTB/RTT/TO/2023/100697,info@elysonadventures.com,http://www.elysonadventures.com
Pearl Gorilla Tracking Expeditions,UTB/RTT/TO/2023/100701,info@pearlgorilla.com,http://www.pearlgorilla.com
Borassus Safaris,UTB/RTT/TO/2023/100702,info@borassussafaris.com,http://www.borassussafaris.com
Isitoshe Tours and Travel,UTB/RTT/TO/2023/100707,isitoshetoursuganda@gmail.com,http://www.isitoshetours.com
One Village Tours.,UTB/RTT/TO/2023/100709,info@onevillagetours.com,http://www.onevillagetours.com
FITLIONESS SAFARIS UGANDA,UTB/RTT/TO/2023/100711,info@fitlionesstours.com,http://www.fitlionesstours.com
BANGIZI TOURS,UTB/RTT/TO/2023/100712,info@bangizitours.com,http://www.bangizitours.com
SAFARI SUPPORT SERVICES,UTB/RTT/TO/2023/100714,safarisservices21@gmail.com,http://www.safarisupportservices.com
GREEN HOLIDAYS UGANDA,UTB/RTT/TO/2023/100715,greenholidaysug@gmail.com,http://www.greenholidaystoursandtravel.com
DEKS SAFARIS AND TOURS,UTB/RTT/TO/2023/100716,info@dekstours.com,http://www.dekstours.com
Epic Uganda Vacations,UTB/RTT/TO/2023/100717,info.epicugandavacation@gmail.com,http://www.epicugandavacation.com
African Safari Trails,UTB/RTT/TO/2023/100718,info@africansafaristrails.com,http://www.africansafaristrails.com
ALLIED CAR HIRE AND TRANSPORTATION,UTB/RTT/TO/2023/100720,alliedcarhire@gmail.com,http://www.alliedcarsafaris.com
NEW ERA SAFARIS,UTB/RTT/TO/2023/100722,info@newerasafaris.org,http://www.newerrasafaris.com
Primate Holidays,UTB/RTT/TO/2023/100727,primateholidaysar@gmail.com,http://www.primateholiday.com
Nyunguz Safaris,UTB/RTT/TO/2023/100732,brianlinda2014@gmail.com,http://www.nyunguzsafaris.com
Lakato Safaris,UTB/RTT/TT/2019/0010,info@lakatosafaris.com,http://www.lakatosafaris.com
Platinum Tours and Travel,UTB/RTT/TT/2019/00101,mdplatinum@yahoo.com,http://www.platinumsafarisug.com
Charis Uganda Safaris Limited,UTB/RTT/TT/2019/00103,info@charisugandasafaris.com,http://www.charisugandasafaris.com
Destination Jungle Limited,UTB/RTT/TT/2019/00110,d.jungle@safaritoeastafrica.com,http://www.safaritoeastafrica.com
Virgin  Africa  Safaris Limited,UTB/RTT/TT/2019/0012,catherinen@virginafricasafaris.co.ug,http://www.virginafricasafaris.co.ug
Pristine Tours,UTB/RTT/TT/2019/00126,info@pristinetoursuganda.com,http://www.pristinetoursuganda.com
Ganyana Safaris.,UTB/RTT/TT/2019/00164,ganyanaservicesltd@gmail.com,http://www.ganyanasafaris.com
Yaneta Safaris Tours & Travel,UTB/RTT/TT/2019/00178,info@yanetasafaris.com,http://www.yanetasafaris.com
Kwezi Outdoors Limited,UTB/RTT/TT/2019/00183,info@kwezioutdoors.com,http://www.kwezioutdoors.com
Al Saadah Tours,UTB/RTT/TT/2019/00204,alsaadah.tourtravel@gmail.com,http://www.alsaadahtours.com
Carlson Wagon lit Travel,UTB/RTT/TT/2019/0023,swanair@swanairtravel.com,http://www.swanairtravel.com
Augur Tours and Travel Limited,UTB/RTT/TT/2019/00233,info@augurtours.com,http://www.augurtours.com
Uganda Travel Bureau 2004,UTB/RTT/TT/2019/00265,info@utb.co.ug,http://www.travelutb.com
Let's Go Travel Limited,UTB/RTT/TT/2019/0027,info@letsgosafari-ug.com,http://www.ugandaletsgotravel.com
Universal Travels Uganda Limited,UTB/RTT/TT/2019/00285,univtravelsuganda@gmail.com,http://http://www.univtravelsuganda.com
Petnah Africa Tours & Travel Limited,UTB/RTT/TT/2019/00302,info@petnahafricatours.com,http://www.petnahafricatours.com
Kisinga Safaris,UTB/RTT/TT/2019/00304,kisingasafaris@gmail.com,http://http://kisingasafaris.com/
Uganda Trails Limited,UTB/RTT/TT/2019/00341,info@uganda-trails.com,http://www.uganda-trails.com
Bunyonyi Overland Resort Limited,UTB/RTT/TT/2019/00352,resort@bunyonyioverland.com,http://www.bunyonyioverland.com
Bufumbira Tours - SMC Limited,UTB/RTT/TT/2019/00394,info@bufumbiratours.com,http://www.bufumbiratours.com
Baboon Adventure Safaris Limited,UTB/RTT/TT/2019/004,baboonadventures@gmail.com,http://www.visitugandagorillas.com
Rwenzori Rangers Hikers  Association,UTB/RTT/TT/2019/00415,rwenzorihikers@gmail.com,http://www.rwenzorihikers.com
K - Safaris,UTB/RTT/TT/2019/00419,info@k-safaris.com,http://www.k-safaris.com
Africa Runners Co. Limited,UTB/RTT/TT/2019/00420,info@africarunners.co.ug,http://www.africarunners.co.ug
Iconic Travel Services Limited,UTB/RTT/TT/2019/0046,info@iconic-travels.com,http://www.iconic-travels.com
Great World Discoveries International,UTB/RTT/TT/2019/00483,info@gwd-int.com,http://www.gwd-int.com
Love Uganda Safaris and Tours Limited,UTB/RTT/TT/2019/0049,info@loveugandasafaris.com,http://www.loveugandasafaris.com
Bunyonyi Safaris Limited,UTB/RTT/TT/2019/005,info@bunyonyisafaris.com,http://www.bunyonyisafaris.com
Destination Anywhere (U) Limited,UTB/RTT/TT/2019/00520,godkbaguma@gmail.com,http://www.destinationanywhereuganda.com
Great Value Safaris Limited,UTB/RTT/TT/2019/0054,sales@gvsafaris.co.ug,http://www.gvsafaris.com
Al'misbaahu Travel Agency Ltd,UTB/RTT/TT/2019/00549,fajaug@yahoo.com,http://www.almisbaahu.com
Ssemambo Alex Tours and Travel.,UTB/RTT/TT/2019/0055,info@ssemambotours.com,http://www.ssemambotours.com
Summer Tours and Travel Limited,UTB/RTT/TT/2019/0066,reservations@summertourstravel.com,http://www.summertourstravel
Travelog Limited,UTB/RTT/TT/2019/0077,traveloglimited@hotmail.com,http://www.travelogsolutions.com
Bush Expeditions Ltd,UTB/RTT/TT/2019/0090,allan.kimuli@gmail.com,http://www.bushexpeditions.ug
Magic Safaris,UTB/RTT/TT/2020/00131,director@magic-safaris.com,http://www.magic-safaris.com
Avens Travel World Limited,UTB/RTT/TT/2020/00154,info@avenstravelworld.com,http://www.avenstravelworld.com
Travel Hut Uganda,UTB/RTT/TT/2020/00182,info@travelhutug.com,http://www.travelhutug.com
Afric Adict Safaris Limited,UTB/RTT/TT/2020/00188,info@africadict.com,http://www.africadict.com
Xplorer Travel Services Limited,UTB/RTT/TT/2020/0022,info@xplorertravelug.com,http://www.xplorertravel.com
Red RoadTours,UTB/RTT/TT/2020/00222,info@redroadtours.com,http://www.redroadtours.com
Casa Uganda Safaris Limited,UTB/RTT/TT/2020/00223,ecoshamba@gmail.com,http://www.gotouruganda.com
Arlanda Tours and Travel Limited,UTB/RTT/TT/2020/00224,info@arlandatoursandtravelug.com,http://www.arlandatoursandtravelug.com
Jomaar Safaris,UTB/RTT/TT/2020/00228,info@jomaarexplores.com,http://www.jomaarexplores.com
Signature Tours and Travel Limited,UTB/RTT/TT/2020/00230,info@signaturetoursandtravel.com,http://www.signaturetoursandtravel.com
Whistling Duck Tours and Travel Limited  Ltd,UTB/RTT/TT/2020/00246,info@whistlingduckuganda.com,http://www.whistlingduckuganda.com
Tujane Travels Ltd,UTB/RTT/TT/2020/00248,violet@tujane.com,http://www.tujane.com
Tio Tours and Travel,UTB/RTT/TT/2020/00257,info@tiotours.travel,http://www.tiotours.travel
Africa for You Travel Services,UTB/RTT/TT/2020/00269,info@africa4youtravel.com,http://www.africa4youtravel.com
Enjoy Safaris Africa Limited,UTB/RTT/TT/2020/00277,enjoysafaris1@gmail.com,http://www.enjoyafricansafaris.com
Sandiego Tours and Travel,UTB/RTT/TT/2020/00283,sandiegoco25@gmail.com,http://http://www.sandiegomotelmbarara.com/
Great Lakes Safaris Limited,UTB/RTT/TT/2020/00287,info@greatlakessafaris.com,http://www.greatlakessafaris.com
Dillard Tours and Travel Limited,UTB/RTT/TT/2020/00303,info@dillardtours.com,http://https://dillardtours.com/
AA Safaris and Tours Limited,UTB/RTT/TT/2020/0032,info@gorillas-safaris.com,http://www.aasafaristours.com
Maleng Travel,UTB/RTT/TT/2020/00330,book@malengtravel.net,http://www.malengtravel.net
Sky Tours,UTB/RTT/TT/2020/00333,info@skytours.co.ug,http://www.skytours.co.ug
Nanjing Tours & Travel,UTB/RTT/TT/2020/00347,nanjingtourandtravel@hotmail.com,http://http://www.nanjingtourandtravel.com/
Gofan Safaris and Travel Africa Limited,UTB/RTT/TT/2020/00353,uganda@gofunsafaris.com,http://www.gofunsafaris.com
Orogu Tours & Travel (U) Limited,UTB/RTT/TT/2020/00359,orogutours@gmail.com,http://www.orogutours.co.ug
Victory Travel Centre.,UTB/RTT/TT/2020/00376,victorytravelcentre@gmail.com,http://www.victorytravelcentre.com
Gorilla & Beyond Safaris Limited,UTB/RTT/TT/2020/00409,info@gorillasandbeyond.com,http://www.gorillasandbeyond.com
Sion Travel Services Limited,UTB/RTT/TT/2020/0042,reservations@siontravel.co.ug,http://www.siontravel.co.ug
Buutu Safaris,UTB/RTT/TT/2020/00422,safaris@buutusafaris.com,http://www.buutusafaris.com
Global InterlinkTravel Services Limited,UTB/RTT/TT/2020/0043,global@global-interlink.org,http://www.global-interlink.org
Kesy Tours & Travel Limited,UTB/RTT/TT/2020/00451,info@kesytours.com,http://www.kesytours.com
High Flying Tours & Travel Agency (U) Limited,UTB/RTT/TT/2020/00466,info@highflyingtours.com,http://www.highflyingtours.com
Riddick Safaris,UTB/RTT/TT/2020/00468,riddicksafaris@gmail.com,http://www.riddicksafaris.com
Extreme Safaris Limited,UTB/RTT/TT/2020/00471,extremesafaris@gmail.com,http://www.gorillasafaris.com
Da Link Safaris,UTB/RTT/TT/2020/00493,info@dalinksafaris.com,http://www.dalinksafaris.com
Havy Tours and Travel,UTB/RTT/TT/2020/00498,travel@havytours.com,http://www.havytours.com
Nkundwa Safaris & Travel,UTB/RTT/TT/2020/00503,nkundwasafaris219@gmail.com,http://www.nkundwasafaris.com
Country Sights Tours,UTB/RTT/TT/2020/00506,info@countrysightstours.com,http://www.contrysightstours.com
Keezire Safaris Ltd,UTB/RTT/TT/2020/00518,keezire@gmail.com,http://www.keezire.com
